MeasurementRun,Coments,BeamSize,AcceleratingVoltage,BeamCurrent,StandardID,n,SiO2,SD_SiO2,RSD_SiO2,TiO2,SD_TiO2,RSD_TiO2,Al2O3,SD_Al2O3,RSD_Al2O3,Fe2O3T,SD_Fe2O3T,FeOT,SD_FeOT,RSD_FeOT,MnO,SD_MnO,RSD_MnO,MgO,SD_MgO,RSD_MgO,CaO,SD_CaO,RSD_CaO,Na2O,SD_Na2O,RSD_Na2O,K2O,SD_K2O,RSD_K2O,P2O5,SD_P2O5,RSD_P2O5,Cl,SD_Cl,RSD_Cl,Total,SD1_Total,Rb,SD_Rb,RSD_Rb,Sr,SD_Sr,RSD_Sr,Y,SD_Y,RSD_Y,Zr,SD_Zr,RSD_Zr,Nb,SD_Nb,RSD_Nb,Cs,SD_Cs,RSD_Cs,Ba,SD_Ba,RSD_Ba,La,SD_La,RSD_La,Ce,SD_Ce,RSD_Ce,Pr,SD_Pr,RSD_Pr,Nd,SD_Nd,RSD_Nd,Sm,SD_Sm,RSD_Sm,Eu,SD_Eu,RSD_Eu,Gd,SD_Gd,RSD_Gd,Tb,SD_Tb,RSD_Tb,Dy,SD_Dy,RSD_Dy,Ho,SD_Ho,RSD_Ho,Er,SD_Er,RSD_Er,Tm,SD_Tm,RSD_Tm,Yb,SD_Yb,RSD_Yb,Lu,SD_Lu,RSD_Lu,Hf,SD_Hf,RSD_Hf,Ta,SD_Ta,RSD_Ta,Pb,SD_Pb,RSD_Pb,Th,SD_Th,RSD_Th,U,SD_U,RSD_U
Brahm2018,,,,,NCS DC70014,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,90.1,,,,,,36.9,,,7.5,,,1.66,,,6.8,,,1.1,,,6.3,,,1.2,,,3.2,,,,,,3.3,,,0.47,,,,,,,,,> 10000,,,,,,,,
Brahm2018,,,,,NIST SRM 694,Not reported,11.32,,,0.119,,,1.91,,,0.76,,,,,0.013,,,0.33,,,42.55,,,0.87,,,0.55,,,30.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brahm2018,,,,,W-2,Not reported,52.48,,,1.061,,,15.18,,,10.7,,,,,0.165,,,6.26,,,11.13,,,2.21,,,0.62,,,0.15,,,,,,,,,,,190,,,20,,,86,,,,,,0.8,,,175,,,10.4,,,23.5,,,,,,12.1,,,3.1,,,1.03,,,,,,0.6,,,3.6,,,0.8,,,,,,,,,1.9,,,,,,,,,0.5,,,,,,2.4,,,0.5,,
Carel2011,,5,15,10,BCR-2G,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.68,1.52,2.9412,333.05,6.59,1.9787,30.18,1.16,3.8436,163.49,6.2,3.7923,12.35,0.32,2.5911,,,,689.13,18.06,2.6207,23.81,0.68,2.8559,53.02,1.29,2.433,6.37,0.18,2.8257,27.44,0.93,3.3892,6.27,0.34,5.4226,1.84,0.1,5.4348,5.85,0.39,6.6667,0.89,0.05,5.618,5.8,0.29,5,1.15,0.07,6.087,3.28,0.18,5.4878,,,,3.08,0.19,6.1688,0.44,0.04,9.0909,4.17,0.26,6.235,0.74,0.05,6.7568,11.28,0.49,4.344,5.4,0.21,3.8889,1.76,0.08,4.5455
Carel2011Dec,,5,15,10,ATHO-G,17,75.05,0.54,0.72,0.25,0.02,8,12.16,0.14,1.15,,,3.01,0.15,4.98,0.07,0.06,85.71,0.09,0.01,11.11,1.67,0.04,2.4,4.26,0.16,3.76,2.74,0.03,1.09,0.02,0.02,100,,,,99.2,0.62797059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carel2011Sept,,5,15,10,ATHO-G,8,75.23,0.27,0.36,0.23,0.02,8.7,12.3,0.17,1.38,,,2.98,0.11,3.69,0.12,0.09,75,0.08,0.01,12.5,1.68,0.02,1.19,4.3,0.09,2.09,2.74,0.04,1.46,0.02,0.02,100,,,,99.7,0.36455207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carel2011Sept,,5,15,10,ATHO-G,10,50.91,0.23,0.45,4.14,0.06,1.45,12.46,0.1,0.8,,,13.05,0.35,2.68,0.19,0.11,57.89,5.08,0.1,1.97,9.17,0.08,0.87,2.72,0.12,4.41,0.85,0.04,4.71,0.46,0.05,10.87,,,,99.02,0.46361023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DelCarlo2018EMP,, 10/5,15, 10/8,CFA-47,2,61.76735,0.47369083,0.77,0.3656,0.0291328,7.97,18.2638,0.0940452,0.51,,,2.73515,0.09963135,3.64,0.3456,0.25540697,73.9,0.3721,0.07665038,20.6,1.8584,0.10479322,5.64,5.2505,0.12558216,2.39,8.12595,0.06257895,0.77,0.0206,0.0291328,141.42,,,,99.10505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DelCarlo2018EMP,, 10/5,15, 10/8,Obsidian Astimex,2,74.82775,0.09043896,0.12,0.0673,0.06236682,92.67,13.03475,0.06130616,0.47,,,1.447,0.15740197,10.88,0.041,0.05798276,141.42,0.04185,0.01180868,28.22,0.7983,0.10436896,13.07,2.9555,1.37617122,46.56,5.0723,0.18695903,3.69,0.0091,0.01286934,141.42,,,,98.29485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DelCarlo2018LAICPMS,3 Samples analyzed at 20 ?m and 5 at 15 ?m, 10/5,15, 10/8,BCR-2G,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,0.8,1.6625,328,10,3.0909,32,1,3.5529,167,5,3.2388,10.1,0.3,2.5695,1.12,0.08,6.7998,629,16,2.4732,24.9,0.4,1.4172,49,1,2.4455,5.9,0.2,3.6452,27,1,4.2731,6.2,0.3,4.7297,2,0.1,6.2146,6.5,0.5,7.7467,1.01,0.07,6.6527,5.9,0.5,8.96,1.19,0.09,7.181,3.2,0.2,6.9935,0.47,0.05,10.2858,3,0.4,12.2885,0.45,0.03,6.5272,4.5,0.2,4.9351,0.69,0.04,5.0825,10.4,0.4,4.2408,5.5,0.2,3.714,1.69,0.09,5.3412
Geoffroy2018Major10um,"10um, 26/08/2015",10,15,8,ATHO-G,61,75.58,0.39,0.52,0.26,0.02,7.69,12.2,0.11,0.9,,,3.27,0.09,2.75,0.11,0.02,18.18,0.1,0.01,10,1.73,0.03,1.73,3.73,0.18,4.83,2.64,0.05,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoffroy2018MajorSpot,"Spot, 01/10/2015",Spot,15,8,ATHO-G,13,75.58,0.26,0.34,0.26,0.01,3.85,12.19,0.12,0.98,,,3.27,0.09,2.75,0.11,0.02,18.18,0.1,0.01,10,1.7,0.03,1.76,3.75,0.24,6.4,2.64,0.09,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoffroy2018Trace,"Marked as ""raw"".",20,,,ATHO-G,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.80444444,1.05625649,1.6818,89.92222222,2.44937634,2.7239,83.07777778,2.25653372,1.6818,453.6555556,12.01104815,2.6476,55.61111111,1.0252371,1.8436,0.94988889,0.07117486,7.493,532.1,8.22024939,1.5449,51.36222222,0.84133492,1.638,115.1888889,3.05223051,2.6498,13.73,0.35598455,2.5927,55.87777778,1.655126716,2.962,12.90222222,0.520859333,4.037,2.543333333,0.058309519,2.2926,13.26111111,0.403002619,3.039,2.24,0.083815273,3.7418,14.83777778,0.588404151,3.9656,3.096666667,0.109658561,3.5412,9.30222222,0.244529026,2.6287,1.368444444,0.039118765,2.8586,9.566666667,0.374633154,3.916,1.392,0.08446153,6.0676,12.63888889,0.438960261,3.4731,3.29,0.171537168,5.2139,5.372222222,0.24938814,4.6422,6.832222222,0.208613145,3.0534,2.115555556,0.085456292,4.0394
Geoffroy2018Trace,"Marked as ""corrected"".",20,,,ATHO-G,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3,1.0982272,1.6818,94.1,2.56317413,2.7239,94.5,2.5667807,1.6818,512,13.55578385,2.6476,62.4,1.15039591,1.8436,1.08,0.08092405,7.493,547,8.45043491,1.5449,55.6,0.91075151,1.638,121,3.20621108,2.6498,14.6,0.37854147,2.5927,60.9,1.803887359,2.962,14.2,0.573250282,4.037,2.76,0.063276909,2.2926,15.3,0.464964061,3.039,2.51,0.093918007,3.7418,16.2,0.642424181,3.9656,3.43,0.121462497,3.5412,10.3,0.270757772,2.6287,1.52,0.043451178,2.8586,10.5,0.41118273,3.916,1.54,0.093441635,6.0676,13.7,0.475813628,3.4731,3.9,0.203341932,5.2139,5.67,0.263211516,4.6422,7.4,0.225949512,3.0534,2.37,0.095734386,4.0394
Geoffroy2018Trace,,20,,,NIST SRM 610,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.5444444,3.03607934,0.7168,516.5777778,4.02361087,0.7789,459.3111111,6.81036791,0.7168,444.3444444,6.60607885,1.4867,471.3333333,3.6231892,0.7687,375.4,2.5009998,0.6662,456.6,3.21869539,0.7049,441.0555556,3.42348912,0.7762,456.6,4.69707356,1.0287,448.4333333,2.1691012,0.4837,433.7777778,5.507217487,1.2696,452.9555556,4.948260076,1.0924,448.4777778,4.045917009,0.9021,443.2777778,4.969350505,1.121,444.3666667,5.425403211,1.2209,433.6888889,6.875217168,1.5853,453.1555556,4.294214454,0.9476,450.2,5.209606511,1.1572,434.5333333,5.822370651,1.3399,464.1666667,7.749032198,1.6695,444.2333333,5.408558033,1.2175,428.6333333,5.526526938,1.2893,450.6777778,4.510204479,1.0008,427.0333333,3.445649431,0.8069,457.6444444,5.668137064,1.2385,462.1,4.248529157,0.9194
Geoffroy2018TracePBN,,20,,,ATHO-G,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,3.5,5.3004,94.6,5.2,5.4534,99.6,4.7,4.7385,524,28,5.3487,62.9,2.3,3.6436,1.01,0.13,12.8713,529,23,4.2655,54.7,2.6,4.6809,118,8,6.5995,14.1,0.7,5.17,59.6,4,6.7148,14.1,1.3,9.2133,2.69,0.3,11.1524,15.7,1.4,8.6569,2.62,0.27,10.3053,16.3,1.2,7.226,3.69,0.27,7.3171,11.1,1.2,10.7014,1.58,0.15,9.4937,10.6,0.9,8.4986,1.55,0.19,12.2581,14.1,1.1,7.5018,4,0.2,5.7214,6.22,1.51,24.2765,7.3,0.5,6.4295,2.38,0.2,8.4034
Gerlach1989,,,,,BHVO-1,Not reported,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.01,,,,,,,,,,,,,9,0.2,2.2222,390.2,2.9,0.7432,24.7,0.4,1.6194,181.9,2.4,1.3194,19.5,0.5,2.5641,,,,129,11,8.5271,15.4,0.1,0.6494,39.1,1.2,3.0691,,,,23.8,1.2,5.042,5.93,0.24,4.0472,2.11,0.03,1.4218,,,,0.95,0.07,7.3684,,,,,,,,,,,,,1.97,0.04,2.0305,0.28,0.01,3.5714,4.24,0.22,5.1887,1.12,0.04,3.5714,4.6,1.1,23.913,0.92,0.06,6.5217,,,
Jacques2014,In the publication the specific BHVO is not explicited!,,,,BHVO-2,Not reported,49.95,,,2.76,,,13.63,,,,,12.25,,,0.17,,,7.41,,,11.46,,,2.31,,,0.51,,,0.26,,,,,,100.71,,8.58,,,390,,,25.1,,,172,,,17.4,,,0.092,,,128,,,15.3,,,37.8,,,5.32,,,24.5,,,6.1,,,2.07,,,6.23,,,0.935,,,5.32,,,0.978,,,2.42,,,0.323,,,1.97,,,0.272,,,4.31,,,1.14,,,1.71,,,1.13,,,0.41,,
Jacques2014,,,,,JA-2,Not reported,56.23,,,0.67,,,15.47,,,,,6.39,,,0.11,,,8,,,6.27,,,3.12,,,1.76,,,0.15,,,,,,98.17,,67,,,245,,,16.2,,,108,,,8.44,,,4.54,,,297,,,15.4,,,32.2,,,3.61,,,14,,,3.02,,,0.869,,,3.04,,,0.478,,,2.89,,,0.593,,,1.64,,,0.244,,,1.63,,,0.244,,,2.69,,,0.623,,,18.8,,,4.67,,,2.1,,
Morgado2019,In the original publication a run date or identification is not provided so here one is provided,,,,OREAS184,,42.1,,,0.06,,,4.57,,,39.9,,,,,0.67,,,3.07,,,0.22,,,<0.01,,,<0.01,,,0.02,,,,,,,,,,,<0.002,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgado2019,In the original publication a run date or identification is not provided so here one is provided,,,,OREAS700,,,,,,,,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgado2019,"In the original publication a run date or identification is not provided so here one is provided. This was marked SY-4 (D), I gues it means ""duplicate"".",,,,SY-4,,49.9,,,0.3,,,20.8,,,,,,,,0.1,,,0.54,,,8.03,,,7.1,,,1.66,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgado2019,In the original publication a run date or identification is not provided so here one is provided,,,,SY-4,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60912,,10,15,6,ATHO-G,5,74.93156,1.09501804,1.46,0.243,0.03460455,14.24,12.10698,0.15265539,1.26,,,3.3847,0.100317,2.96,0.11096,0.04795689,43.22,0.08756,0.01341782,15.32,1.71106,0.0196206,1.15,4.22804,0.09802738,2.32,2.70824,0.04819526,1.78,0.03138,0.01087345,34.65,,,,99.54348,1.19173073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60912,,10,15,6,KL2-G,4,50.74295,0.31864807,0.63,2.60455,0.01332529,0.51,13.360825,0.0880052,0.66,,,10.948925,0.1113896,1.02,0.16335,0.04686381,28.69,7.231975,0.12209481,1.69,11.00225,0.0962305,0.87,2.33645,0.08126051,3.48,0.477675,0.02618312,5.48,0.2581,0.04168597,16.15,,,,99.12705,0.22519154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60912,,10,15,6,ML3B-G,6,51.20798333,0.78964839,1.54,2.1105,0.03144258,1.49,13.68031667,0.14384628,1.05,,,11.056,0.19606398,1.77,0.1377,0.03426549,24.88,6.49841667,0.04309058,0.66,10.40503333,0.03884068,0.37,2.37536667,0.09993515,4.21,0.38381667,0.01153211,3,0.2342,0.0228432,9.75,,,,98.08933333,0.90983623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60912,,10,15,6,StHs6/80-G,5,64.39816,0.95612584,1.48,0.69698,0.0396088,5.68,17.51756,0.14684869,0.84,,,4.46484,0.13253991,2.97,0.1248,0.03483655,27.91,1.92556,0.02561148,1.33,5.22094,0.07038962,1.35,4.56634,0.10850538,2.38,1.32674,0.04437998,3.35,0.06618,0.01852342,27.99,,,,100.3081,1.24879996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70912,,10,15,6,ATHO-G,8,75.246425,0.29533485,0.39,0.2439625,0.02601527,10.66,12.24655,0.12302982,1,,,3.2211,0.14064692,4.37,0.1039875,0.03981753,38.29,0.1007125,0.01433262,14.23,1.701275,0.03805551,2.24,4.1365125,0.07148613,1.73,2.7321,0.05157738,1.89,0.02255,0.01189862,52.77,,,,99.755175,0.3806157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70912,,10,15,6,KL2-G,7,50.55421429,0.34281484,0.68,2.58921429,0.03214449,1.24,13.44757143,0.11001089,0.82,,,10.88328571,0.13377811,1.23,0.16962857,0.05600053,33.01,7.27492857,0.10571512,1.45,10.90871429,0.0796851,0.73,2.23698571,0.08492662,3.8,0.49858571,0.01707576,3.42,0.22942857,0.03548914,15.47,,,,98.79255714,0.38581315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70912,,10,15,6,ML3B-G,8,51.8667125,0.17510367,0.34,2.1021875,0.07387504,3.51,13.9031875,0.09055746,0.65,,,11.0263125,0.1094378,0.99,0.1844625,0.02814071,15.26,6.5196375,0.04229441,0.65,10.458025,0.15804124,1.51,2.308875,0.09022134,3.91,0.3999125,0.02621965,6.56,0.193025,0.01308814,6.78,,,,98.9623375,0.37767218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70912,,10,15,6,StHs6/80-G,8,63.6929,0.33947582,0.53,0.692175,0.03820231,5.52,17.7154625,0.08801831,0.5,,,4.3754,0.07333625,1.68,0.096375,0.02874338,29.82,1.9538875,0.05528132,2.83,5.260275,0.11615274,2.21,4.6795875,0.13922585,2.98,1.3224125,0.04788523,3.62,0.1333,0.02852247,21.4,,,,99.921775,0.47712625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rawson2016,,,,,AGV-2,Not reported,60.09,,,1.05,,,17.22,,,6.79,,,,,0.1,,,1.79,,,5.17,,,4.37,,,2.95,,,0.48,,,,,,100,,74.51,,,746.29,,,20.03,,,252.81,,,14.42,,,1.31,,,Over range,,,44.99,,,76.81,,,9.37,,,34.35,,,6.49,,,1.74,,,5.01,,,0.69,,,4.09,,,0.76,,,2.06,,,0.3,,,1.86,,,0.27,,,5.98,,,0.9,,,16.03,,,7.87,,,2.44,,
Rawson2016,,,,,BHVO-2,Not reported,49.53,,,2.75,,,13.48,,,12.39,,,,,0.17,,,7.33,,,11.3,,,2.28,,,0.51,,,0.26,,,,,,100,,9.79,,,443.17,,,26.38,,,181.23,,,18.81,,,0.11,,,149.7,,,17.62,,,41.16,,,6.15,,,29.44,,,6.98,,,2.39,,,7.29,,,1.05,,,6.32,,,1.15,,,3.11,,,0.39,,,2.31,,,0.31,,,5.1,,,1.23,,,1.79,,,1.45,,,0.5,,
RUN1 June 2011,,5,15, 6/10,Lipari,14,74.37642857,0.48740454,0.66,0.07642857,0.01392681,18.22,13.06714286,0.12627373,0.97,,,1.55857143,0.11312737,7.26,0.06642857,0.03272429,49.26,0.03,0.01519109,50.64,0.74428571,0.02310987,3.1,4.05357143,0.08889122,2.19,5.09357143,0.0307864,0.6,0.00714286,0.00913874,127.94,,,,99.07214286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN1 June 2011,,5,15, 6/10,VG-2,14,50.87428571,0.216784696,0.43,1.850714286,0.031735514,1.71,13.87857143,0.144374361,1.04,,,11.88214286,0.225871937,1.9,0.184285714,0.047184464,25.6,6.907857143,0.074232335,1.07,11.365,0.101052157,0.89,2.648571429,0.04571772,1.73,0.197857143,0.010509023,5.31,0.182142857,0.039648178,21.77,,,,99.96857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN2 June 2011,,5,15, 6/10,Lipari,10,73.49,0.53,0.72,0.09,0.02,19.24,13.02,0.1,0.8,,,1.56,0.08,5.22,0.05,0.03,54.65,0.04,0.02,64.29,0.75,0.02,3.18,4.05,0.23,5.65,5.04,0.05,0.92,0,0.01,206.17,,,,98.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN2 June 2011,,5,15, 6/10,VG-2,10,50.164,0.32,0.64,1.879,0.02,1.05,13.721,0.08,0.57,,,11.901,0.32,2.72,0.2119,0.04,16.63,6.912,0.06,0.88,11.227,0.05,0.42,2.659,0.1,3.89,0.18812,0.01,3.14,0.17793,0.03,14.66,,,,99.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN3 June 2011,,5,15, 6/10,Lipari,26,74.98,0.28,0.37,0.08,0.02,20.51,13.13,0.11,0.84,,,1.52,0.16,10.54,0.06,0.03,49.67,0.02,0.01,55.31,0.75,0.03,4.47,4.07,0.14,3.48,5.15,0.04,0.81,0.01,0.01,127.58,,,,99.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN3 June 2011,,5,15, 6/10,VG-2,26,51.3,0.29825854,0.58,1.86,0.02562451,1.37,13.93,0.11665399,0.84,,,11.98,0.29310434,2.45,0.18,0.03323386,18.25,6.950384615,0.08590603,1.24,11.43346154,0.05306165,0.46,2.72,0.08313844,3.06,0.195219231,0.0119728,6.13,0.186938462,0.02643047,14.14,,,,100.7438654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellerEMP,, 5-10,15,20,VG A-99,Not reported,50.94,,,4.06,,,12.49,,,,,13.31,,,0.15,,,5.08,,,9.3,,,2.66,,,0.82,,,0.38,,,,,,99.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellerEMP,, 5-10,15,20,VG-568,Not reported,76.71,,,0.12,,,12.06,,,,,1.24,,,0.03,,,0.1,,,0.5,,,3.75,,,4.89,,,<0.01,,,,,,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellerICPMS,,,,,BHVO-1,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,408,,,26,,,175,,,20,,,0.1,,,136,,,15.2,,,38.7,,,5.6,,,27.1,,,6.33,,,2.08,,,6.88,,,0.99,,,5.12,,,0.97,,,2.72,,,0.34,,,2.02,,,0.27,,,5.2,,,,,,3.7,,,1.6,,,0.3,,
WellerICPMS,,,,,NIST SRM 2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,282,,,27,,,221,,,18,,,6.4,,,729,,,37.9,,,74.8,,,7.31,,,29.4,,,7.5,,,1.05,,,5.39,,,0.75,,,4.28,,,0.92,,,2.52,,,0.43,,,2.25,,,0.4,,,2.3,,,,,,1210,,,13.3,,,3.1,,
